"Estimator","Version","etahat_0","etahat_1","rdhat","rrhat","cov_00","cov_01","cov_11","var_rd","var_rr","eta_0","eta_1","rd","rr","seed","n_trial","n_aux","mu_correct","pi_correct","run_id","replicate"
"G-Formula","Naive",0.471631282970266,0.346696953069986,-0.12493432990028,0.735101689791522,0.00274729729779335,-6.11177321997364e-05,0.0029550814523594,0.00582461421455222,0.0203631829874148,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.540799955324686,0.346185982293969,-0.194613973030717,0.640136854460585,0.00316920635321058,-3.81866749448508e-05,0.00402609159845438,0.00727167130155466,0.0183736537364386,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"IPW","Naive",0.512291232627581,0.411262152363448,-0.101029080264133,0.802789753504179,0.00461647354814197,-0.000220553734946173,0.00457791465793657,0.00963549567597088,0.0301293507944586,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.488291164319401,0.369983821724994,-0.118307342594407,0.757711481920202,0.00358693002549153,0.000438806364764738,0.0033116018941645,0.00602091919012655,0.0197374962673295,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.471513455676915,0.346908832768548,-0.124604622908367,0.735734746467666,0.00274855321969899,-6.05297898123241e-05,0.00295026503939736,0.00581987783872099,0.0203627181823269,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.53972835137745,0.341616204720369,-0.198112146657081,0.632941004207995,0.00338633391385082,0.000211768504770989,0.00426328773792583,0.00722608464223468,0.0183717977027031,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.486293399134156,0.358158661649679,-0.128134737484477,0.736507347801511,0.0029725517331791,-4.75381856310631e-05,0.00294461967262546,0.00601224777706669,0.0195663877132224,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.47943843936769,0.375536317920956,-0.103902121446735,0.783283706697013,0.00323393005276097,-2.28140883095979e-05,0.00282354610261008,0.00610310433199024,0.0210710182349711,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"IPW","Naive",0.512291232627581,0.411262152363448,-0.101029080264133,0.802789753504179,0.00461647354814197,-0.000220553734946173,0.00457791465793657,0.00963549567597088,0.0301293507944586,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.488291164319401,0.369983821724994,-0.118307342594407,0.757711481920202,0.00358693002549153,0.000438806364764738,0.0033116018941645,0.00602091919012655,0.0197374962673295,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.486014477789809,0.358384113138156,-0.127630364651653,0.737393903918124,0.00297372524706244,-4.77639786872222e-05,0.00293941603072801,0.00600866923516489,0.0195877344710865,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.478141026594551,0.371740081399595,-0.106400945194956,0.777469534558094,0.00363319918704298,0.000269655001444822,0.00301622272701991,0.00611011191117324,0.0209652236171177,0.492,0.44,-0.052,0.894308943089431,11000001,500,500,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.471816668855152,0.399800789044883,-0.0720158798102683,0.84736469784967,0.000233144824061144,-1.7727878618622e-05,0.000339164599400102,0.000607765180698491,0.0024105407803705,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.536178105011883,0.350041454205344,-0.186136650806538,0.652845483493935,0.000387783939671381,-0.000109796288771106,0.000489022888067128,0.00109639940528072,0.00277459272120948,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"IPW","Naive",0.533766482461118,0.460972336107542,-0.0727941463535761,0.863621735823626,0.000447881981800271,-2.05823189258359e-05,0.000590576181080453,0.0010796228007324,0.00337014333980112,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.537136272996399,0.350673757101918,-0.186462515894481,0.652858082262243,0.000846737223313674,0.000405073303775748,0.000937392468753005,0.000973983084515183,0.00266669032010326,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.471751082218158,0.399805510932373,-0.0719455712857848,0.847492514595835,0.000233141646073032,-1.77330147092242e-05,0.000339111272886435,0.000607718948377916,0.00241124764532048,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.536216633886563,0.35156218852841,-0.184654445358153,0.655634619128178,0.00080254975126897,0.000365388279524896,0.0009360903341235,0.00100786352634268,0.00278911472050911,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.511160196551282,0.452250587262202,-0.0589096092890796,0.884753136714217,0.000261995823035392,-4.86599228662963e-06,0.000365020682139068,0.00063674848974772,0.00221489508894871,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.513910311297058,0.449031964983487,-0.0648783463135706,0.873755507746431,0.000296292537646591,-2.65792635067678e-05,0.000386426371250601,0.000735877435910728,0.00249552659156359,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"IPW","Naive",0.533766482461118,0.460972336107542,-0.0727941463535761,0.863621735823626,0.000447881981800271,-2.05823189258359e-05,0.000590576181080453,0.0010796228007324,0.00337014333980112,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.537136272996399,0.350673757101918,-0.186462515894481,0.652858082262243,0.000846737223313674,0.000405073303775748,0.000937392468753005,0.000973983084515183,0.00266669032010326,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.516520137090969,0.449636922816267,-0.0668832142747018,0.8705118939769,0.000252503795175361,-3.12675781644734e-07,0.000362233452652569,0.00061536259939122,0.00207697658226901,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.5326106181991,0.353473305072623,-0.179137313126477,0.663661769019572,0.000727103754596541,0.000448848426626623,0.00118444309137499,0.00101384999271829,0.00320412307742671,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.471816668855152,0.399800789044883,-0.0720158798102683,0.84736469784967,0.000233144824061144,-1.7727878618622e-05,0.000339164599400102,0.000607765180698491,0.0024105407803705,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.536178105011883,0.350041454205344,-0.186136650806538,0.652845483493935,0.000387783939671381,-0.000109796288771106,0.000489022888067128,0.00109639940528072,0.00277459272120948,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"IPW","Naive",0.528260886539664,0.463388459380393,-0.0648724271592708,0.877196232368796,0.000465318541713683,-3.56969557189374e-05,0.000604813520215641,0.0011415259733672,0.00367480739969317,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.518134076175144,0.44842514388511,-0.069708932290034,0.865461594796806,0.00106057163725441,0.000596507011939172,0.000904471710076753,0.000772029323452816,0.0024821202735269,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.471738623569266,0.399789949645392,-0.0719486739238748,0.847481909834948,0.000233158973864285,-1.77276175553904e-05,0.000339138462165101,0.000607752671140168,0.00241149148327352,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.536592039324466,0.350037870016975,-0.186554169307491,0.652335190171008,0.00080029989234706,0.000362829356518157,0.000930725109689878,0.00100536628900062,0.00277119492431856,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.511160196551282,0.452250587262202,-0.0589096092890796,0.884753136714217,0.000261995823035392,-4.86599228662963e-06,0.000365020682139068,0.00063674848974772,0.00221489508894871,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.513910311297058,0.449031964983487,-0.0648783463135706,0.873755507746431,0.000296292537646591,-2.65792635067678e-05,0.000386426371250601,0.000735877435910728,0.00249552659156359,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"IPW","Naive",0.528260886539664,0.463388459380393,-0.0648724271592708,0.877196232368796,0.000465318541713683,-3.56969557189374e-05,0.000604813520215641,0.0011415259733672,0.00367480739969317,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.518134076175144,0.44842514388511,-0.069708932290034,0.865461594796806,0.00106057163725441,0.000596507011939172,0.000904471710076753,0.000772029323452816,0.0024821202735269,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.51106923381367,0.452236284608472,-0.0588329492051979,0.884882623893874,0.000262032865506843,-4.85838111397338e-06,0.000365027903588275,0.000636777531323064,0.00221600539633225,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.513956616913595,0.449098884017437,-0.0648577328961582,0.873806989224809,0.000981846972089465,0.000548188135776688,0.00087061600978281,0.000756086710318899,0.00250717151826786,0.4956,0.3832,-0.1124,0.77320419693301,11000002,5000,500,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.480769968480245,0.400872084314001,-0.0798978841662441,0.833812655938539,0.00282302210844699,-0.000149415263031076,0.00448516820763457,0.0076070208421437,0.028973919095508,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.53747606734833,0.374020180774036,-0.163455886574294,0.695882483883025,0.00241432764052661,-1.53056093523515e-05,0.00483626334611828,0.00728120220534959,0.0208622897974537,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"IPW","Naive",0.525419103925757,0.463163449548027,-0.0622556543777302,0.881512389038433,0.00459163575656933,-0.000228364183969706,0.00587623713627525,0.010924601260784,0.0356685409133123,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.522520792463046,0.378056946553942,-0.144463845909104,0.723525172600054,0.00232799190187614,3.97567375061015e-05,0.00506896976981518,0.00731744819667911,0.022818603423175,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.479544886932042,0.400769346929141,-0.0787755400029012,0.835728537307781,0.00282146090806876,-0.000147696126321189,0.00448978183317556,0.0076066349938867,0.0291667276471275,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.537119729456203,0.374413866158339,-0.162705863297864,0.697077105205961,0.00246625258179146,2.94447644038367e-06,0.00469839206924436,0.00715875569815505,0.0204254029755333,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.524038559910984,0.46880884182463,-0.0552297180863544,0.894607530224997,0.00285035028641592,-4.80427376137387e-05,0.0043742301897885,0.0073206659514319,0.0245483828524371,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.52018806373626,0.477422588618543,-0.0427654751177168,0.91778843441629,0.00291599577805032,-4.96814268194556e-06,0.00407817761965506,0.00700410968306927,0.0241820029124304,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"IPW","Naive",0.525419103925757,0.463163449548027,-0.0622556543777302,0.881512389038433,0.00459163575656933,-0.000228364183969706,0.00587623713627525,0.010924601260784,0.0356685409133123,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.522520792463046,0.378056946553942,-0.144463845909104,0.723525172600054,0.00232799190187614,3.97567375061015e-05,0.00506896976981518,0.00731744819667911,0.022818603423175,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.543963851466833,0.460540157648725,-0.0834236938181084,0.84663743079039,0.00274685041501737,-1.06654836188221e-05,0.00435757806317395,0.00712575944542897,0.0214418300085325,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.529487956556147,0.37093295691077,-0.158554999645376,0.700550319073096,0.0024192571670187,1.5964886543705e-05,0.00525887957394144,0.00764620696787273,0.022912930465306,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.480769968480245,0.400872084314001,-0.0798978841662441,0.833812655938539,0.00282302210844699,-0.000149415263031076,0.00448516820763457,0.0076070208421437,0.028973919095508,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.53747606734833,0.374020180774036,-0.163455886574294,0.695882483883025,0.00241432764052661,-1.53056093523515e-05,0.00483626334611828,0.00728120220534959,0.0208622897974537,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"IPW","Naive",0.505759188494277,0.47079596129917,-0.034963227195107,0.930869813163063,0.00471627774532823,-0.000419377640763033,0.0060850933036315,0.0116401263304858,0.0428183541015985,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.515596072850851,0.472435296438597,-0.0431607764122539,0.916289555555364,0.00285260810358243,6.050813079734e-05,0.00363580666171354,0.00636739850370129,0.0222688364362379,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.48068688225589,0.400491130400106,-0.0801957518557838,0.833164259695582,0.00282314959138994,-0.000149669538718013,0.00447703224222771,0.00759952091105368,0.0289368972027779,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.537951001443612,0.371332079571886,-0.166618921871726,0.690271193055506,0.00247482553955316,1.87670465395307e-06,0.00499336392024316,0.00746443605048841,0.0213204899155317,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.524038559910984,0.46880884182463,-0.0552297180863544,0.894607530224997,0.00285035028641592,-4.80427376137387e-05,0.0043742301897885,0.0073206659514319,0.0245483828524371,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.52018806373626,0.477422588618543,-0.0427654751177168,0.91778843441629,0.00291599577805032,-4.96814268194556e-06,0.00407817761965506,0.00700410968306927,0.0241820029124304,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"IPW","Naive",0.505759188494277,0.47079596129917,-0.034963227195107,0.930869813163063,0.00471627774532823,-0.000419377640763033,0.0060850933036315,0.0116401263304858,0.0428183541015985,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.515596072850851,0.472435296438597,-0.0431607764122539,0.916289555555364,0.00285260810358243,6.050813079734e-05,0.00363580666171354,0.00636739850370129,0.0222688364362379,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.524317526554173,0.468535911609561,-0.0557816149446121,0.893611004554415,0.00285415187420642,-4.96192021390718e-05,0.00436319167011788,0.00731658194860244,0.0244845808786029,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.522410552668289,0.474526045467763,-0.0478845072005256,0.908339318652833,0.002933168516446,1.75129920767632e-05,0.00421162979142615,0.00710977232371862,0.0241832346240111,0.526,0.408,-0.118,0.775665399239544,11000003,500,5000,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.461223941744209,0.38641961046798,-0.0748043312762294,0.837813425310616,0.000214027043358115,-1.35808877449965e-05,0.000364273915725682,0.00060546273457379,0.00252559092064433,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.501275947825451,0.365575977632774,-0.135699970192677,0.729290881037985,0.000238364268310525,-8.58056201384893e-06,0.000449560423745982,0.000705085816084205,0.00234343844502686,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"IPW","Naive",0.533783060399072,0.418987355949991,-0.114795704449081,0.784939401480339,0.000445497054249296,-2.01146862027433e-05,0.000522266433389484,0.00100799286004427,0.00290718598162156,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.514738857339694,0.362261829243292,-0.152477028096402,0.703777894514427,0.000255555276885603,3.82540565609486e-05,0.000504100127787521,0.000683147291551227,0.00217708822847482,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.461250251789275,0.386354407210842,-0.0748958445784331,0.837624273834218,0.00021407818996101,-1.35801357466762e-05,0.000364135527938232,0.000605373989392594,0.00252447213033696,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.501093421351304,0.362859018052542,-0.138234403298762,0.724134467928188,0.000250771572948938,1.82757479987666e-05,0.000493196630233298,0.000707416707184702,0.00238247124387023,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.492546648207421,0.426869377506835,-0.0656772707005856,0.866657765432752,0.000255584317280224,-3.69825894617843e-06,0.000345106152534722,0.000608086987707303,0.00224022979972314,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Proposed",0.480366203646352,0.432291424579276,-0.0480747790670759,0.899920563307429,0.000268642386467598,-2.38594508888552e-06,0.000337762220143363,0.000611176496788732,0.00242519769115365,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"IPW","Naive",0.533783060399072,0.418987355949991,-0.114795704449081,0.784939401480339,0.000445497054249296,-2.01146862027433e-05,0.000522266433389484,0.00100799286004427,0.00290718598162156,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"IPW","Proposed",0.514738857339694,0.362261829243292,-0.152477028096402,0.703777894514427,0.000255555276885603,3.82540565609486e-05,0.000504100127787521,0.000683147291551227,0.00217708822847482,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"AIPW","Naive",0.508747748509806,0.422018841790156,-0.0867289067196494,0.829524736033347,0.00024649139865187,-3.4826939965011e-07,0.000343088933805688,0.000590276871256858,0.00198312252749752,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"AIPW","Proposed",0.498494903901218,0.364206400686596,-0.134288503214622,0.730612084168403,0.000239489802106791,2.23635189669869e-05,0.000516806070538181,0.000711568834710999,0.00246266861586917,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,TRUE,"parametric_mc20",1
"G-Formula","Naive",0.461223941744209,0.38641961046798,-0.0748043312762294,0.837813425310616,0.000214027043358115,-1.35808877449965e-05,0.000364273915725682,0.00060546273457379,0.00252559092064433,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.501275947825451,0.365575977632774,-0.135699970192677,0.729290881037985,0.000238364268310525,-8.58056201384893e-06,0.000449560423745982,0.000705085816084205,0.00234343844502686,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"IPW","Naive",0.517703457887599,0.423888973748528,-0.0938144841390718,0.81878721745096,0.000454414901282334,-3.17053023462874e-05,0.000535610112835853,0.00105343561881076,0.00332880291370271,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.496428352262383,0.43261954173127,-0.063808810531113,0.871464209809299,0.000319650321269632,5.66344721208836e-05,0.000401682015566985,0.00060806339259485,0.00221444620807849,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.461224479739765,0.386399228672633,-0.0748252510671315,0.837768257423479,0.000214039558951957,-1.35774271921947e-05,0.000364266037771175,0.000605460451107522,0.00252548011992307,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.501139755156408,0.365008563827333,-0.136131191329076,0.728356830747566,0.00025074152907384,1.83718654283932e-05,0.000483865751782558,0.000697863549999611,0.00234976518845651,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,TRUE,FALSE,"parametric_mc20",1
"G-Formula","Naive",0.492546648207421,0.426869377506835,-0.0656772707005856,0.866657765432752,0.000255584317280224,-3.69825894617843e-06,0.000345106152534722,0.000608086987707303,0.00224022979972314,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
"G-Formula","Proposed",0.480366203646352,0.432291424579276,-0.0480747790670759,0.899920563307429,0.000268642386467598,-2.38594508888552e-06,0.000337762220143363,0.000611176496788732,0.00242519769115365,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
"IPW","Naive",0.517703457887599,0.423888973748528,-0.0938144841390718,0.81878721745096,0.000454414901282334,-3.17053023462874e-05,0.000535610112835853,0.00105343561881076,0.00332880291370271,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
"IPW","Proposed",0.496428352262383,0.43261954173127,-0.063808810531113,0.871464209809299,0.000319650321269632,5.66344721208836e-05,0.000401682015566985,0.00060806339259485,0.00221444620807849,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
"AIPW","Naive",0.492557982654487,0.426854117034295,-0.0657038656201928,0.866606840343745,0.00025559075789109,-3.69414073492759e-06,0.000345116650254868,0.000608095689615814,0.00224006594700023,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
"AIPW","Proposed",0.480295029741423,0.431768711666127,-0.0485263180752953,0.898965604325698,0.000306858887177672,3.23642989856099e-05,0.000370657063103669,0.000612787352310122,0.00242953401767506,0.5044,0.3886,-0.1158,0.770420301348136,11000004,5000,5000,FALSE,FALSE,"parametric_mc20",1
